title,labels,text
ATEL #12211,Optical,"
MASTER Global Robotic Net  (<A HREF=""http://www.hindawi.com/journals/aa/2010/349171/"">Lipunov
et al., ""MASTER Global Robotic Net"", Advances in Astronomy, 2010, 30L</A>
) 

inspected 
Fermi J1153-1124
event error-box ( R.A.,Dec.(J2000) = 178.44, -11.11 deg (R_er.b.=0.22
deg. of 95%)  

Giroletti et al. ATel #12206, also inspected by AGILE - Lucarelli et al.
ATel #12208, and IceCube - ATel #12210) 

MASTER-OAFA started Fermi inspection at 2018-11-14 07:33:23UT with unfiltered
mlim=19.6 (1800s sum. exposition) 

Observations started, when:

Error_box_altitude: 13deg.  

sun alt: -22 deg. 

Dist. to Moon: 123, Lunar disk: 0.38 

There is no OT brighter 19.6 connected with gamma-ray event, reduction
will be continued. 

MASTER-SAAO started inspect 2018-11-14 01:47:24UT. There is no OT connected
with gamma-ray event brighter then 18.4 unfiltered magnitude. 

Observations started, when Error_box_altitude was 16 deg., 

Sun_Altitude: -19.24. We observed up to sunrise. 

MASTER-Tunka started inspect at 2018-11-13 22:11:22UT, there is no bright
OT up to unfiltered 17.0m 

Observations parameters: 

Error_box_altitude:14 deg. 

sun alt: -20 deg.  

Dist. to Moon: 119 deg, Lunar disk: 0.34  

There were 4 inspect images between clouds.  

Gal. latitude: 49.34deg., Gal. longitude: 281.12 deg.

There is MASTER  automatic photometry for PKS J1153-1105   (at UT)

2018-11-14 07:55:40.37 
18.9
+-0.2  MASTER-OAFA

2018-05-05 00:08:37.05	
19.2
+-0.2 MASTER-OAFA

2018-02-17 05:20:08.72 
19.6
+-0.3 MASTER-IAC

2017-07-07 23:51:44.93	
17.3
+-0.1 MASTER-OAFA

Reduction will be continued 

<center><a href=""http://observ.pereplet.ru/MASTER_OT.html"">List of Optical
Transients discovered by MASTER</a></center> 

MASTER Global Robotic Net: http://observ.pereplet.ru
"
ATEL #12213,Optical,"
The Zwicky Transient Facility (ZTF; ATel #11266) Bright Transient Survey
(BTS; ATel #11688) reports classifications of the following targets. Spectra
have been obtained with the Spectral Energy Distribution Machine (SEDM)
(range 350-950nm, spectral resolution R~100) mounted on the Palomar 60-inch
(P60) telescope (Blagorodnova et. al. 2018, PASP, 130, 5003). Classifications
were done with SNID (Blondin & Tonry, 2007, ApJ, 666, 1024). Redshifts
are derived from the broad SN features (two decimal points), and from narrow
SN features or host galaxy lines (three decimal points). Limits prior to
detection and current magnitudes are available on the Transient Name Server
(https://wis-tns.weizmann.ac.il). ZTF has reported transient classifications
to TNS since those reported in ATel #12065 and would like to draw particular
attention to the following SNe:
Survey Name |   Disc. Name |  IAU Name |  RA (J2000) |  Dec (J2000) |
Disc. date | Disc. mag | Redshift |     Class | Class. date | Phase | Notes

------------ | ------------ | --------- | ----------- | ------------ |
---------- | --------- | -------- | --------- | ----------- | ----- | -----

ZTF18acbxsge | ZTF18acbxsge | AT2018huw |  0:39:12.22 |  -5:12:02.50 |
2018-11-01 | 19.68 (g) |    0.025 |     SN Ia |  2018-11-13 |    -2 | (1)

ZTF18accqcab |    Gaia18dgl | AT2018hvw | 23:10:24.27 | +10:44:14.01 |
2018-11-04 | 18.54 (g) |    0.065 |     SN Ia |  2018-11-08 |  -6.4 | 
ZTF18acbwiic |   ATLAS18ycb | SN2018hro | 20:32:19.96 | +12:28:35.54 |
2018-11-01 | 18.48 (r) |     0.09 | SN Ia-91T |  2018-11-13 |   0.4 | 
ZTF18accrorf |   ATLAS18ykt | SN2018hzx |  1:08:39.12 | +20:04:47.63 |
2018-11-02 | 19.37 (g) |     0.04 |     SN Ia |  2018-11-10 |  -6.4 | 
ZTF18acbwxgn |   ATLAS18ycw | SN2018hrw | 22:28:43.09 |  +8:06:13.43 |
2018-11-01 | 18.78 (r) |     0.07 |     SN Ia |  2018-11-10 |   1.3 | 
ZTF18aaklpdo | ZTF18aaklpdo | SN2018hvf | 11:49:48.19 | +25:39:02.33 |
2018-11-01 | 20.72 (g) |    0.046 |     SN Ia |  2018-11-10 |  -5.1 | 
ZTF18acbwppb |   ATLAS18ygk | SN2018htq | 21:02:29.67 |  -6:38:59.42 |
2018-11-01 | 18.26 (r) |     0.04 |     SN Ia |  2018-11-10 |  -7.8 | 
ZTF18acbxrrx | ZTF18acbxrrx | SN2018hvl |  0:38:22.37 | -18:42:47.15 |
2018-11-01 | 18.25 (g) |     0.08 |     SN Ia |  2018-11-10 |  12.7 | 
ZTF18acdzzyf | ZTF18acdzzyf | SN2018ieu |  2:07:10.87 |  -9:01:28.65 |
2018-11-06 | 19.77 (r) |    0.041 |     SN Ia |  2018-11-10 | -10.5 | 
ZTF18accnnyu |  ASASSN-18yw | SN2018hsy |  9:30:29.82 | +16:20:37.13 |
2018-11-03 | 16.94 (r) |    0.028 |     SN Ia |  2018-11-07 |   9.4 | (2)

ZTF18acbzpxx | ZTF18acbzpxx | SN2018huy |  8:32:44.01 | +31:11:00.49 |
2018-11-01 | 18.79 (r) |    0.088 |     SN Ia |  2018-11-08 |  -6.1 | 
ZTF18accnmri |    Gaia18czo | SN2018hij |  8:24:30.55 | +18:36:15.05 |
2018-11-03 | 18.27 (r) |     0.02 |    SN IIP |  2018-11-07 |   6.2 | 
ZTF18accwjiu | ZTF18accwjiu | SN2018icr | 10:26:30.95 | +15:20:27.08 |
2018-11-04 | 19.74 (r) |    0.033 |     SN Ia |  2018-11-08 |  -6.0 |

Notes: (1) ZTF18acbxsge was reported previously in ATel #12212 by the du
Pont telescope. (2) ZTF18accnnyu was reported previously in ATel #12170
and to the TNS by ASAS-SN and in ATel #12168 by the Lick Shane telescope.

ZTF is a project led by PI S. R. Kulkarni at Caltech (see ATEL #11266),
and includes IPAC; WIS, Israel; OKC, Sweden; JSI/UMd, USA; UW,USA; DESY,
Germany; MOST, Taiwan; UW Milwaukee, USA and LANL USA. ZTF acknowledges
the generous support of the NSF under AST MSIP Grant No 1440341. Alert
distribution service provided by DIRAC@UW. Alert filtering is being undertaken
by the GROWTH marshal system, supported by NSF PIRE grant 1545949.

"
ATEL #12214,Radio,"
We report on the NIR brightening of the low redshift QSO PKS2233-148 (z=0.325).
0n October 29th,2018 MJD(2458420.68199), we found the source with NIR flux
H = 13.209 +/- 0.06, while on MJD 2458069 the flux in the H band corresponded
to H = 14.866 +/- 0.03. Hence, the source has increased its flux by a factor
of 4.6 in this lapse. Our observations are carried out with the 2.1m telescope
of the Guillermo Haro Observatory operated by the National Institute for
Astrophysics, Optics and Electronics (Mexico), equipped with the instrument
CANICA a NIR camera. We encourage further multiwavelength coverage. 

"
ATEL #12207,Ultra-Violet,"
In ATel #12177 we announced the discovery of the 2018 eruption of the recurrent
nova M31N 2008-12a on 2018-11-06.80 UT. We reported the follow-up UV detection
with Swift/UVOT in ATel #12182. M31N 2008-12a has now been detected in
eruption 11 times in 11 consecutive years (cf. ATels #5607, #6527, #7964,
#9848, #11116). Comprehensive multi-wavelength studies of previous eruptions
were published by Darnley et al. (<a href=""http://adsabs.harvard.edu/abs/2014A%26A...563L...9D"">2014</a>,
<a href=""http://adsabs.harvard.edu/abs/2015A%26A...580A..45D"">2015</a>,
<a href=""http://adsabs.harvard.edu/abs/2016ApJ...833..149D"">2016</a>) and
Henze et al. (<a href=""http://adsabs.harvard.edu/abs/2014A%26A...563L...8H"">2014</a>,
<a href=""http://adsabs.harvard.edu/abs/2015A%26A...580A..46H"">2015a</a>,
<a href=""http://adsabs.harvard.edu/abs/2015A%26A...582L...8H"">2015b</a>,
<a href=""http://adsabs.harvard.edu/abs/2018ApJ...857...68H"">2018</a>).
For additional optical photometry and spectroscopy of the ongoing eruption
see ATels #12179, #12181, #12189, #12190, #12195, #12200, #12203, #12204,
#12205. 

Here we report the emergence of the supersoft X-ray source (SSS) phase
of M31N 2008-12a. A faint X-ray counterpart was detected in a 3.9-ks Swift
observation starting on 2018-11-13.02 UT. We measured the preliminary XRT
count rate to be (1.1&plusmn;0.2) &times; 10<SUP>-2</SUP> ct/s (corrected
for vignetting, dead time and PSF). No X-ray source was detected at a significant
level in the preceding 4.7-ks Swift observation on 2018-11-12.03 UT with
an 3&sigma; upper limit of 4.0 &times; 10<SUP>-3</SUP> ct/s. 

If we assume an eruption date of 2018-11-06.80 UT (MJD 58428.80), identical
to the discovery date (ATel #12177), then the SSS counterpart appeared
around day 6.2 after eruption. Taking into account the last non-detection,
this preliminary estimate is well consistent with the 5.9&plusmn;0.5 days
measured in 2014 (ATel #6558, Henze et al. <a href=""http://adsabs.harvard.edu/abs/2015A%26A...580A..46H"">2015</a>),
the 5.7&plusmn;0.5 days seen in 2015 (ATel #7984, Darnley & Henze et al.
<a href=""http://adsabs.harvard.edu/abs/2016ApJ...833..149D"">2016</a>),
and the 5.8 days observed for the peculiar 2016 eruption (ATel #9872, Henze
et al. <a href=""http://adsabs.harvard.edu/abs/2018ApJ...857...68H"">2018</a>).
Note the slightly earlier preliminary 4.7 days for the 2017 eruption (ATel
#11130). 

In addition, the nova is still detected as an ultraviolet (UV) source with
a magnitude of uvw2 = 19.5&plusmn;0.1 mag, well below the first UVOT measurement
of uvw2 = 17.3&plusmn;0.1 mag (ATel #12182). Our preliminary magnitudes
use the UVOT photometric system (Poole et al. <a href=""http://adsabs.harvard.edu/abs/2008MNRAS.383..627P"">2008</a>,
Breeveld et al. <a href=""http://adsabs.harvard.edu/abs/2011AIPC.1358..373B"">2011</a>)
and have not been corrected for extinction. 

We wish to thank the Swift Team for the excellent scheduling of the observations,
in particular B. Cenko, the duty scientists, and the science planners.

"
ATEL #12208,Gamma Ray,"
Following the detection of a new flaring gamma-ray source, Fermi J1153-1124
(ATel #12206), we performed a dedicated analysis at the source location
(R.A., Decl. (J2000)= 178.44, -11.11 deg) using AGILE-GRID data. 

Integrating from 2018-11-09 00:00 UT until 2018-11-13 00:00 UT, a preliminary
maximum likelihood analysis yields a detection at the level of about 5
sigma and a flux F(E>100 MeV)=(2.0 +/- 0.7) x 10^-6 ph cm^-2 s^-1, at Galactic
coordinates (l, b) =(280.8, 48.5) +/- 0.6 deg (95% stat. c.l.) +/- 0.1
deg (syst.) (R.A., Decl. (J2000) = 178.1, -11.8 deg). 

In a longer 7-day integration, starting from 2018-11-06 00:00 UT until
2018-11-13 00:00 UT, AGILE detected the source with a preliminary significance
of about 4 sigma and a flux F(E>100 MeV)=(1.2 +/- 0.4) x 10^-6 ph cm^-2
s^-1. 

This measurement was obtained with AGILE observing a large portion of the
sky in spinning mode. The source can be monitored with the public mobile
application ""AGILEScience"" developed by the AGILE Team, available for both
Android and iOS devices.

"
ATEL #12210,Neutrinos,"
The IceCube Collaboration (http://icecube.wisc.edu/) reports: 

IceCube has performed a search for track-like muon neutrino events arriving
from the position of Fermi J1153-1124 (http://www.astronomerstelegram.org/?read=12206)
in a time window of 2 days (2018-11-10 00:00:00 UTC to 2018-11-13 00:00:00
UTC). 1 track event is found in spatial coincidence with Fermi J1153-1124
during this time period with a p-value of 0.019 (2.1 sigma) with respect
to an atmospheric background only hypothesis. Accordingly, this event would
represent a time-integrated muon-neutrino flux normalization upper limit
assuming an E^-2 spectrum (E^2 dN/dE) at the 90% CL of 1.67 x 10^-4 TeV
cm^-2 for this observation period.  

The detected event, coincident with the source location within the track
uncertainties for these events (~0.5 degrees), arrived at:  

2018-11-11 07:41:30 UTC (MJD 58433.32048611)  

While this detected event does not represent a significant detection, its
arrival time is of potential interest to the astronomical community.  

The IceCube Neutrino Observatory is a cubic-kilometer neutrino detector
operating at the geographic South Pole, Antarctica. The IceCube realtime
alert point of contact can be reached at roc@icecube.wisc.edu.

"
ATEL #12209,Optical,"
Observations from the Niels Gehrels Swift telescope on 9 and 12 November
2018 revealed a new transient X-ray source in the SMC which we identify
as Swift J005139.2-721704. Previous observations of the same field on the
6 November barely detected the source. By the 12 November it had reached
0.5 counts/s in the XRT telescope. 

A follow-up 5ks Windows Timing measurements on 12 December  did not detect
any coherent pulsations. But we obtain a hard, photon index = 0.87 +/-
0.08 from the spectral fit - very similar to that obtained from the PC
mode date of 0.87 +/- 0.09. The Swift WT count rates indicate an X-ray
flux of 8E-11 erg/s/cm^2, corresponding to a luminosity of approximately
4E37 erg/s if the source is in the SMC. 

The best position of the new source is RA 00 51 39.2, Dec -72 17 03.6 with
an estimated uncertainty of 1.4 arc-seconds radius (90% confidence).  This
position is coincident with a V=15.6 B-type star [M2002] SMC 20671, and
hence this is probably a new SMC HMXB transient system. The current Swift
count rates indicate an X-ray luminosity of approximately 1E37 erg/s if
the source is in the SMC. 

OGLE III and IV data were examined for the proposed optical counterpart,
and it is noted that the star is brighter in the I-band than it has been
for the past ~6000 days. This suggest the recent growth, or increase in
size, of a circumstellar disk feeding the X-ray outburst. Timing analysis
of the OGLE data did not reveal any periodic behaviour in the 2 to 100
day range. 

X-ray and optical observations of the field are scheduled to follow this
outburst over the next few weeks. 

"
ATEL #12205,Optical,"
We report optical photometric observations of the 2018 eruption (see ATels
#12177, #12181, #12182, #12189, #12190, #12195, #12200, #12203, #12204)
of the recurrent nova M31N 2008-12a (Henze et al. <a href=""http://adsabs.harvard.edu/abs/2014A%26A...563L...8H"">2014</a>,
<a href=""http://adsabs.harvard.edu/abs/2015A%26A...580A..46H"">2015a</a>,
<a href=""http://adsabs.harvard.edu/abs/2015A%26A...582L...8H"">2015b</a>,<a
href=""http://adsabs.harvard.edu/abs/2018ApJ...857...68H"">2018</a>; Darnley
et al. <a href=""http://adsabs.harvard.edu/abs/2014A%26A...563L...9D"">2014</a>,
<a href=""http://adsabs.harvard.edu/abs/2015A%26A...580A..45D"">2015</a>,
<a href=""http://adsabs.harvard.edu/abs/2016arXiv160708082D"">2016</a>).
The data were obtained between 2018 Nov 06.0 UT - Nov 09.5 UT with the
0.96 m and 1.0 m  SARA telescopes equipped with ARC CCD camera and Andor
camera (Keel et al. <a href=""http://adsabs.harvard.edu/abs/2017PASP..129a5002K"">2017</a>,
located at the Kitt Peak National Observatory (SARA-KPNO), Arizona and
Roque de los Muchachos, La Palma, Spain (SARA-ORM), respectively. The exposure
times varied between 5 to 30 minutes. The derived magnitudes were calibrated
with the standard stars in the field of this nova. 

<TABLE BORDER=""1"" CELLSPACING=""4"" CELLPADDING=""4""> 
<caption>Optical Observations </caption> 
<td align=""center"">2018 UT</td> 
<td align=""center"">Mag (ORM)</td> 
<td align=""center"">Filter (ORM)</td> 
<td align=""center"">2018 UT</td> 
<td align=""center""> Mag (KPNO) </td> 
<td align=""center"">Filter (KPNO)</td> 
<tr><td> Nov06.96</td><td>19.02&#177;0.02</td><td>g'<td>Nov07.08</td><td>18.83&#177;0.01</td><td>B</td></tr>

<tr><td> Nov07.95</td><td>18.66&#177;0.01</td><td>g'<td>Nov07.16</td><td>18.86&#177;0.01</td><td>B</td></tr>

<tr><td> Nov08.00</td><td>18.76&#177;0.01</td><td>g'<td>Nov07.26</td><td>19.31&#177;0.02</td><td>B</td></tr>

<tr><td> Nov08.06</td><td>18.95&#177;0.01</td><td>g'<td>Nov08.06</td><td>19.17&#177;0.05</td><td>B</td></tr>

<tr><td> Nov08.99</td><td>19.56&#177;0.02</td><td>g'<td>Nov08.23</td><td>19.10&#177;0.03</td><td>B</td></tr>

<tr><td> Nov06.96</td><td>19.38&#177;0.07</td><td>i'<td>Nov07.10</td><td>18.75&#177;0.04</td><td>I</td></tr>

<tr><td> Nov07.92</td><td>18.77&#177;0.01</td><td>i'<td>Nov07.17</td><td>18.65&#177;0.03</td><td>I</td></tr>

<tr><td> Nov08.00</td><td>19.28&#177;00.5</td><td>i'<td>Nov07.27</td><td>19.06&#177;0.06</td><td>I</td></tr>

<tr><td> Nov08.01</td><td>18.59&#177;0.01</td><td>i'<td>Nov08.08</td><td>18.61&#177;0.04</td><td>I</td></tr>

<tr><td> Nov08.07</td><td>18.84&#177;0.01</td><td>i'<td>Nov08.19</td><td>18.62&#177;0.04</td><td>I</td></tr>

<tr><td> Nov08.97</td><td>19.31&#177;0.05</td><td>i'<td>Nov07.11</td><td>18.53&#177;0.02</td><td>R</td></tr>

<tr><td> Nov06.96</td><td>19.03&#177;0.03</td><td>r'<td>Nov07.15</td><td>18.62&#177;0.01</td><td>R</td></tr>

<tr><td> Nov07.91</td><td>18.66&#177;0.02</td><td>r'<td>Nov07.27</td><td>18.85&#177;0.02</td><td>R</td></tr>

<tr><td> Nov07.99</td><td>18.74&#177;0.02</td><td>r'<td>Nov08.07</td><td>18.68&#177;0.03</td><td>R</td></tr>

<tr><td> Nov08.06</td><td>18.93&#177;0.02</td><td>r'<td>Nov08.23</td><td>18.69&#177;0.02</td><td>R</td></tr>

<tr><td> Nov08.97</td><td>19.44&#177;0.03</td><td>r'<td>Nov09.20</td><td>19.50&#177;0.07</td><td>R</td></tr>

<tr><td></td><td>...</td><td><td> Nov07.09</td><td>18.79&#177;0.01</td><td>V</td></tr>

<tr><td></td><td>...</td><td><td> Nov07.16</td><td>18.94&#177;0.01</td><td>V</td></tr>

<tr><td></td><td>...</td><td><td> Nov07.26</td><td>19.11&#177;0.02</td><td>V</td></tr>

<tr><td></td><td>...</td><td><td> Nov08.06</td><td>18.92&#177;0.03</td><td>V</td></tr>

<tr><td></td><td>...</td><td><td> Nov08.23</td><td>19.09&#177;0.03</td><td>V</td></tr>

<tr><td></td><td>...</td><td><td> Nov09.19</td><td>19.47&#177;0.04</td><td>V</td></tr>

"
ATEL #12206,Gamma Ray,"
The Large Area Telescope (LAT), one of two instruments on the Fermi Gamma-ray
Space Telescope, has observed enhanced gamma-ray emission from a source
(Fermi J1153-1124) with coordinates R.A. = 178.44 deg, Decl. = -11.11 deg
(J2000) and 95% confidence error radius of 0.22 deg. Fermi J1153-1124 is
not in any published LAT catalog and was not detected by AGILE or EGRET.
The error circle contains a flat spectrum radio quasar, PKS J1153-1105,
located at z=0.269, which is also a VLBI calibrator. 

Preliminary analysis indicates that Fermi J1153-1124 went into a high flux
state on November 10, 2018, and further brightened on November 11, 2018
reaching a daily averaged gamma-ray flux (E>100MeV) of (1.0+/-0.2) X 10^-6
photons cm^-2 s^-1 with a single power-law photon index of 2.34+/-0.12
(statistical uncertainty only). 

Because this is a new detection of this source, we strongly encourage further
multifrequency observations of this object. Since Fermi normally operates
in an all-sky scanning mode, regular monitoring of this source will continue.
Fermi J1153-1124 is being added to the ""LAT Monitored Sources"" and consequently
a preliminary estimation of the daily gamma-ray flux observed by Fermi-LAT
will be publicly available (http://fermi.gsfc.nasa.gov/ssc/data/access/lat/msl_lc/).
The Fermi-LAT contact person for this source is G. Principe (principe@ira.inaf.it).

The Fermi-LAT is a pair conversion telescope designed to cover the energy
band from 20 MeV to greater than 300 GeV. It is the product of an international
collaboration between NASA and DOE in the U.S. and many scientific institutions
across France, Italy, Japan and Sweden.

"
ATEL #12203,Optical,"
We report optical follow-up observations of the recurrent nova M31N 2008-12a
(ATels #12177, #12179, #12181, #12182, #12189, #12190, #12195, #12200),
with the 0.7m robotic GROWTH-India telescope at the Indian Astronomical
Observatory.  
The magnitudes were calibrated using the local standards in Darnley et
al. 2016. 

&emsp; &emsp; Date &emsp; &emsp; Filter &nbsp; &nbsp; Magnitude 

2018 Nov 08.76 &emsp; g &emsp; 19.60 &plusmn 0.10 

2018 Nov 08.77 &emsp; r &emsp; 19.15 &plusmn 0.09 

2018 Nov 08.74 &emsp; i &emsp; 19.28 &plusmn 0.15 

2018 Nov 10.78 &emsp; g &emsp; 21.08 &plusmn 0.19 

2018 Nov 10.80 &emsp; r &emsp; 20.82 &plusmn 0.20 

2018 Nov 10.81 &emsp; i &emsp; 20.27 &plusmn 0.22 

The magnitudes are consistent with those reported in ATel #12200. The fading
rates in the optical bands seem to be comparable to the 2016 eruption.

GROWTH-India telescope web page: http://sites.google.com/view/growthindia/
"
ATEL #12204,Optical,"
We report our follow-up photometric observations of recurrent nova M31N
2008-12a. The nova brightened by ~3 mag after discovery in one day and
declined back to 20-21 mag in ~ 4 days after discovery (ATels #12177, #12179,
#12181, #12182, #12189, #12190, #12195, #12200, #12203). The observations
were obtained using the 0.28m Schmidt-Cassegrain telescope, Cepheid's Observatory,
Rawatbhata, India. The UCAC4 and PRISMv10 Catalog are used for photometry.
Nova was below the detection limit (> 19.5) in our next observations taken
on 2018 November 09.77 UT . 

DATE(2018)  &emsp; &emsp; 	EXP(s)  	&emsp;  BAND  &emsp; &emsp; MAG

Nov 8.78 UT &emsp;&emsp; 1800 &emsp; &emsp;  I &emsp; &emsp; 19.34 +/-
0.55 

Nov 8.80 UT &emsp;&emsp; 1800 &emsp; &emsp;  R &emsp; &emsp;19.28 +/- 0.39

Nov 8.83 UT &emsp;&emsp; 1800 &emsp;&emsp;    V &emsp;&emsp; 19.43 +/-
0.43 

Nov 8.85 UT &emsp;&emsp; 1800 &emsp;&emsp;    B &emsp;&emsp; 19.30 +/ -0.58

"
ATEL #12197,Optical,"
We report on simultaneous multi-colour optical observations of the new
X-ray transient Swift J1858.6-0814, first discovered by Swift/BAT on 2018
October 31 22:53 UT (ATel #12151). This source has been found to display
significant variability, with flaring on timescales of seconds in both
X-rays and Optical (ATel #12158, #12163, #12164, #12186). The nature of
the source remains unclear, with both neutron star and black hole compact
object scenarios suggested (ATel #12158, #12180). Variable radio emission
supports the presence of a jet (ATel #12184). The Gaia Data Release 2 (Gaia
Collaboration, 2018, A&A 616, A1) does not show any source with a measured
parallax within a search radius of 2 arcseconds around the coordinates
reported in ATel #12160. 

Our observations were carried out with the fast triple-beam camera ULTRACAM
on the ESO/NTT (Dhillon et al. 2007, MNRAS, 378, 825) on 2018 November
09, from 00:30-01:18 UT, for a total duration of ~48 minutes. u<span>'<span>,
g<span>'<span> and i<span>'<span> bands were observed simultaneously, and
we achieved a cycle time of 0.92 s in g<span>'<span> and and i<span>'<span>.
Up to 5 co-adds were used in u<span>'<span> to improve the signal-to-noise
ratio. The median signal-to-noise per frame was 15, 31 and 24 in u<span>'<span>,
g<span>'<span> and i<span>'</span>, respectively. Target counts were corrected
with a simultaneously observed bright comparison star.

The source exhibits stronger variability in the blue on timescales of minutes,
with rises and dips in flux by factors of ~2-5 (see link at the bottom).
The fractional variability amplitude (Vaughan et al. 2003, MNRAS 345, 1271)
was found to be ~0.42, ~0.34 and ~0.27 for u<span>'<span>, g<span>'<span>
and i<span>'</span>, respectively. Additionally, sporadic, short flares
are seen down to timescales of seconds. Similar single-filter fast optical
flares were also reported in ATel #12186 from data with a time resolution
of 7 s. We find these flares to be faster (<~5 s) and their colour to be
significantly red.

Although the duration of our observation is relatively short, these multicomponent
timing characteristics are reminiscent of those seen in the black hole
X-ray binary V404 Cyg, which showed slow bluer-when-brighter oscillations
as well as fast red sporadic flaring during its 2015 outburst (e.g. Kimura
et al. 2016, Nature 529, 54; Gandhi et al. 2016, MNRAS 459, 554). Similarities
to V404 Cyg have already been suggested in X-rays (ATel #12158).

We highly encourage further observations to better sample and characterise
both the fast flares and the slower oscillations. In V404 Cyg, the rapid
red flaring was seen to strengthen near the peak of the outburst (Gandhi
et al. 2016). We also encourage rapid, simultaneous multiwavelength observations
to search for sub-second optical/infrared delays with respect to X-rays,
which would test the origin of the variations seen here. Ground-based optical/infrared
visibility of the source is worsening, so quick turnaround is important.

ULTRACAM light curve segment of Swift J1858.6-0814: http://www.southampton.ac.uk/~pg3e14/swiftj1858/
"
ATEL #12199,Optical,"
We report optical spectroscopic observation of five optical transients
using OSMOS (range 398-686 nm) mounted on the MDM 2.4m telescope at KPNO.
All targets were discovered by the All-Sky Automated Survey for Supernovae
(ASAS-SN, Shappee et al. 2014) and ATLAS survey (Tonry et al. 2011 and
Tonry et al. ATel #8680). We used SNID (Blondin & Tonry, 2007, ApJ, 666,
1024) to identify the types and phases of SNe from spectra. 

"
ATEL #12200,Optical,"
We report the prediscovery non-detection and multi-colour follow-up of
the recurrent nova M31N 2008-12a (see ATels #12177, #12179, #12181, #12182,
#12189, #12190, #12195) using the 0.60-m Ningbo bureau of Education and
Xinjiang observatory Telescope (NEXT) located at Xingming Observatory (IAU
Code C42), Mt.Nanshan, Xinjiang, China. All photometric observations listed
below were obtained in the B, V, R, I filters between 2018-11-07.5 UT and
2018-11-10.5 UT and calibrated using secondary standards in the field (cf.
Darnley et al. <a href=""http://adsabs.harvard.edu/abs/2016ApJ...833..149D"">2016</a>).

Nothing was detected at the nova position on 2018-11-06.53 UT with an upper
limit of V > 21.2 mag. Together with the discovery at Liverpool Telescope
on 2018-11-06.80 (ATel #12177), our non-detection constrains the outburst
time with an uncertainty of only 0.27 days. 

<span class=""inner-pre"" style=""font-size: 13px""> 
T_mid       Filter    Exp(s)      Photometry(mag) 
2018-11-06.537    Clear    300*2        >21.2 

2018-11-07.580      B      300*2        18.97&plusmn;0.04 
2018-11-07.563      V      300*2        18.87&plusmn;0.04 
2018-11-07.554      R      300*2        18.81&plusmn;0.05 
2018-11-07.572      I      300*2        18.78&plusmn;0.11 

2018-11-09.635      B      300*2        20.49&plusmn;0.26 
2018-11-09.643      V      300*2        20.50&plusmn;0.13 
2018-11-09.676      R      300*2        20.29&plusmn;0.18 
2018-11-09.665      I      300*2        >19.2 

2018-11-10.593      B      300*5        20.90&plusmn;0.09 
2018-11-10.612      V      300*5        21.16&plusmn;0.18 
2018-11-10.631      R      300*5        20.72&plusmn;0.13 
2018-11-10.724      R      300*5        20.73&plusmn;0.15 
2018-11-10.705      I      300*3        19.69&plusmn;0.30 
</span>

"
ATEL #12201,Optical,"		Variables

MASTER OT J142230.43+322310.5 - B2 1420+32 optical flare with amplitude
more then 2.9m </br> 

MASTER-Kislovodsk auto-detection system ( Lipunov et al., ""MASTER Global
Robotic Net"", Advances in Astronomy, 2010, 30L )

discovered OT source at (RA, Dec) = 14h 22m 30.43s +32d 23m 10.5s on 2018-11-09
02:27:40.901UT. 

The OT unfiltered magnitude is 
m_OT=17.0

. 
There is unfiltered 
m_OT=15.9
on 2018-10-31 15:13:32.484UT in MASTER-Kislovodsk database

There is GALEX source in 0.384"" , also QSO in VIZIER database <a href=""http://vizier.u-strasbg.fr/viz-bin/VizieR?-source=&-out.add=_r&-out.add=_RAJ%2C_DEJ&-sort=_r&-to=&-out.max=20&-meta.ucd=2&-meta.foot=1&-c=215.626775+32.386238888889&-c.rs=5"">(Schneider
et al, 2010,  Veron et al. 2010, etc)</a>.

There are 
m_OT=18.8
on 2017-11-13 02:33:18.154UT, m_OT=18.6 on 2018-09-20 17:34:52.253UT,
m_OT=16.5 on 2018-01-16 21:52:23.587UT (MASTER-Kislovodsk database), so
current outburst amplitude is more then 2.9m (in one photometry system).

Previous QSO flare was also detected in 2017y. by ASAS (ATEL #11110 Stanek
et al.) 

The discovery and reference images are available at: 
http://master.sai.msu.ru/static/OT/MASTEROTJ142230.43+322310.5.jpg 

<center><a href=""http://observ.pereplet.ru/MASTER_OT.html"">List of Optical
Transients discovered by MASTER</a></center> 

MASTER Global Robotic Net: http://observ.pereplet.ru
"
