id,x,y,z,result
17067,0.621947752,0.692765281,0.707378237,5.439102753
31432,0.684045457,0.943095111,0.488262182,0.856627097
65486,0.149424981,0.246676996,0.300304524,0.308870253
56342,0.349912498,0.444637537,0.867181,38.52706934
26816,0.577013916,0.743387636,0.678939335,31.39205583
82775,0.475753416,0.331241868,0.62889129,1.865485176
16216,0.136076985,0.818428124,0.498866428,0.139380359
36440,0.007394973,0.091594711,0.189298859,4.964731979
32373,0.498062906,0.59687144,0.579186709,1.523833714
13309,0.838152947,0.766533317,0.036154596,1.049386935
76261,0.561629972,0.066339446,0.202534046,2.334156423
31118,0.63767256,0.886592111,0.289423908,0.431837891
31334,0.862707936,0.825932217,0.868405307,43.46749665
20031,0.630341541,0.422870409,0.612990756,0.785032526
74250,0.586231015,0.713005654,0.599644308,7.064159161
55661,0.726003653,0.976026181,0.319316292,7.940973866
80070,0.772158133,0.595298187,0.675689873,0.428113578
13820,0.442326524,0.272444432,0.399081331,1.958118653
20859,0.838327822,0.079571114,0.391131068,505.2741191
92799,0.305982194,0.043934147,0.291740734,1.242615983
30219,0.054494767,0.321023773,0.605020335,5.177719198
55095,0.464738287,0.232277701,0.324713325,1.41819459
37821,0.552418362,0.863994197,0.305417075,88.35805866
64942,0.936345408,0.088335231,0.574106355,58.82593516
53326,0.605236624,0.77533673,0.973767929,0.886330245
25907,0.43237745,0.371693681,0.916898726,0.485599847
6836,0.681496192,0.335595821,0.919930122,0.052935994
13980,0.883547777,0.109333062,0.741860645,8.279966301
24696,0.960279598,0.131675332,0.912785271,1.345555424
90052,0.974667256,0.995788671,0.296795693,7.02730994
50527,0.129162169,0.131803768,0.950123709,0.090040755
86290,0.824226963,0.866273215,0.650042963,0.016913239
59304,0.927417743,0.362754302,0.102137044,4.814265604
74550,0.908898121,0.448086322,0.005855129,0.756466591
50291,0.300318421,0.947756129,0.045591001,4.895792354
69415,0.865814146,0.277325765,0.159815067,0.689690952
98332,0.77328779,0.224479727,0.914535184,66.88792841
93786,0.436343609,0.337924405,0.672030277,0.603064016
46634,0.126940446,0.806569543,0.657526194,29.21881921
59248,0.445717742,0.704827411,0.929741007,1.16681016
54799,0.301655945,0.833356253,0.459514169,1.463968346
64317,0.979344474,0.24086122,0.031470248,0.399069254
41184,0.990230744,0.817807729,0.06177052,2.151229407
49950,0.076254145,0.942336899,0.49740117,6.518178889
58466,0.328861996,0.866018207,0.948476622,0.197551197
17093,0.605071365,0.26778589,0.232600582,1.090503889
93607,0.356479213,0.895716154,0.790179645,0.390448088
61072,0.264901244,0.04679533,0.006841712,0.755081836
12546,0.322785961,0.835486249,0.180344407,144.5198826
54456,0.301314286,0.700362472,0.22380091,89.11618906
47596,0.627211964,0.281070387,0.001886672,1.879561442
61302,0.561987854,0.083507034,0.218190465,0.011547651
60871,0.03261338,0.508943396,0.817582848,9.95569253
32410,0.301276261,0.680690435,0.318449061,1.299668003
22533,0.038530499,0.174846494,0.463369844,0.650081792
57771,0.09673812,0.820215845,0.646974027,0.208016667
78964,0.832965338,0.162843496,0.193499084,37.44109226
13010,0.897497525,0.991032824,0.977696765,11.46609933
60819,0.560932304,0.638620883,0.403441919,0.628114183
85184,0.390291876,0.590298574,0.905367912,4.802321053
18368,0.192120969,0.308565431,0.564554643,0.49102511
26492,0.541567291,0.443840416,0.1434361,0.935493125
13403,0.219732172,0.309493419,0.778826038,4760.320183
17768,0.575781745,0.568306527,0.752141799,8.219218554
93890,0.491374225,0.272153724,0.495770115,3.598979861
69088,0.65980484,0.548260273,0.819046236,4.756144809
4210,0.074611923,0.644353926,0.600319586,129.8878552
78593,0.049360423,0.355593875,0.731358258,1.115887622
39390,0.908521202,0.069699943,0.952436085,622.7111279
22585,0.599480109,0.382905754,0.801051775,0.766130713
3623,0.571410506,0.983601356,0.771200188,0.872942234
80066,0.632309975,0.339860753,0.979542637,0.73735072
41930,0.98000084,0.976079488,0.011555383,2.984110879
91222,0.486857841,0.840651827,0.472960948,2.694211269
87370,0.559204836,0.827802262,0.08137702,0.541826585
85329,0.224545323,0.835776965,0.781301411,10.50254761
79350,0.097213951,0.001183655,0.70449679,0.511869288
9003,0.593850374,0.821572409,0.686895103,0.156711986
93708,0.78985721,0.791790926,0.410873083,0.371039242
35250,0.510857602,0.106553541,0.832662207,233.340835
56738,0.389108044,0.265003937,0.029446735,0.767753566
68825,0.508421759,0.569171745,0.706255903,0.176458289
37375,0.200611099,0.144357198,0.018514615,1.546047912
71769,0.733374375,0.798262995,0.953805595,0.794682536
11017,0.984879823,0.09775222,0.868530013,2.803331201
32120,0.359949607,0.769048562,0.178182375,0.248051762
26593,0.594411205,0.643114258,0.218474335,0.311537563
28048,0.010230773,0.086279794,0.639977971,2.471166573
37746,0.022061425,0.166628397,0.859357519,0.170843756
99900,0.274436297,0.280264436,0.609865195,9.020170064
9404,0.664641197,0.580314751,0.74685241,1.098874522
16754,0.566859644,0.022758459,0.713381893,0.322393696
98176,0.156364812,0.798319983,0.717696139,0.007246922
57014,0.519916941,0.547064609,0.17228067,1.808881197
32537,0.162504914,0.191644198,0.342337561,0.827209375
82422,0.839020732,0.331472167,0.253073202,65.99441944
222,0.702958679,0.905575994,0.037072541,0.782473161
15647,0.4088953,0.607882948,0.383242397,5.901043597
68436,0.691801765,0.056679475,0.391583521,2433.502916
94829,0.380556115,0.177468319,0.910271098,74.25776004
75630,0.162613921,0.03021433,0.619705433,0.439095398
90539,0.285262094,0.460288256,0.885825219,0.624620709
36109,0.137276913,0.194727125,0.025578447,1.479105699
22754,0.433948608,0.543929287,0.724203093,0.717178236
14658,0.434815965,0.461932138,0.377077164,2.250222991
68762,0.894392247,0.716830834,0.381213598,0.472622032
84011,0.519930411,0.918971442,0.582363238,1.221419867
24096,0.806160167,0.508454663,0.367170894,28.38254823
81282,0.98632761,0.377178441,0.922263172,0.425448412
44087,0.642615762,0.307072442,0.934752233,0.215980661
88448,0.526940823,0.770608354,0.567137527,1.016867213
76165,0.439562602,0.501474533,0.929319615,6.152204303
21469,0.948179849,0.647648341,0.223349663,110.2454301
97252,0.130000404,0.347833827,0.459044824,3.109684004
7536,0.36747399,0.840654565,0.608077201,0.760644838
76243,0.642544325,0.811697597,0.029161998,0.925492921
4069,0.161357526,0.98263749,0.567878554,0.868150704
55471,0.485129065,0.894601676,0.481435443,2.993798909
4378,0.184789004,0.669829758,0.993992696,59.13540981
27005,0.813077505,0.839613286,0.71508943,1.962849474
15869,0.305093016,0.24058259,0.459061854,0.345793328
48408,0.688878378,0.066280656,0.215214231,8.758994557
91910,0.124627079,0.725853098,0.375780056,2.197532479
36157,0.303292561,0.716392471,0.492185409,0.767621656
50609,0.635853543,0.527706343,0.471157525,0.300807131
80430,0.722320401,0.522559042,0.397088658,3.813749662
31115,0.393203258,0.834684617,0.329460413,0.216589913
73266,0.680460754,0.81049588,0.565075914,0.780810765
74945,0.341664646,0.469374084,0.184484451,18.05520686
68082,0.463932513,0.706655666,0.496932271,26.35017681
52676,0.7636152,0.311529395,0.946374174,1.26472154
66564,0.85894027,0.980921427,0.721008866,2934.181954
83993,0.849794759,0.403981579,0.259463194,1.655575712
98884,0.558055677,0.546191851,0.6263541,0.865668375
86650,0.164358974,0.616315612,0.922244685,68.32484
64229,0.267978087,0.878378585,0.969950151,6.431214869
83731,0.910214292,0.570427193,0.149297503,8.052718157
64065,0.384632368,0.883581802,0.547748119,5.568106912
8927,0.833009493,0.449088968,0.201833741,0.50637648
14172,0.811464034,0.110288207,0.92555286,0.860350827
91472,0.493182799,0.720005274,0.789462528,2.370548038
36784,0.366466574,0.191449122,0.472624189,0.142548214
74049,0.165329478,0.476573789,0.946069228,16.59649553
46003,0.845181868,0.127433095,0.588932831,0.299010447
65700,0.050324123,0.50565481,0.965628654,4.400938002
79836,0.764201822,0.524380807,0.561953614,1.738924748
7312,0.847583354,0.219873201,0.831941503,4808.95638
80506,0.553393175,0.393623182,0.774286423,1.135667197
46426,0.967577041,0.766398529,0.285831918,1.725374501
22085,0.584285552,0.178838182,0.778068185,4.973250217
19820,0.671015144,0.832603057,0.708651071,5.172289487
57985,0.522183128,0.595057871,0.750162135,2.327601427
41764,0.200741996,0.30167066,0.682503529,1.89104909
37403,0.824733116,0.355523003,0.005875286,0.604034719
97743,0.753603614,0.381314158,0.442095148,0.460844061
13211,0.320627462,0.232870281,0.798602653,1.052887895
76704,0.893954415,0.276837088,0.681581382,0.234342205
96392,0.702407523,0.981777974,0.487200006,1.48429633
54767,0.188078023,0.53987513,0.8765635,5.07130947
66499,0.798959809,0.753222697,0.085462965,312.8337635
98824,0.827026618,0.679824399,0.333203646,2.430102652
74611,0.335390182,0.22601814,0.208384354,2.123566178
44865,0.84882773,0.476160303,0.597897616,0.670344348
19212,0.931026168,0.447739599,0.763844554,0.758272727
49126,0.786512514,0.907238571,0.23010538,0.635482252
70737,0.368371224,0.61848746,0.953919107,4.018397322
25852,0.126921442,0.349189079,0.254952106,0.462587744
42816,0.423631288,0.289336399,0.296594477,527.4580705
40510,0.912715172,0.319636276,0.238811186,0.458209647
80881,0.024901444,0.238565239,0.803717932,72.85402928
9830,0.949178608,0.308596866,0.339846108,3.89239683
16909,0.989900902,0.217914699,0.813732979,0.106627045
92742,0.84492999,0.505114115,0.33659703,50.09011533
65005,0.667678874,0.991771858,0.55976856,4.683876118
65090,0.55373238,0.214060103,0.17858289,0.327130863
63458,0.996150455,0.751643964,0.476547645,1.554949236
85040,0.53611786,0.95015188,0.887201965,2.385483308
98137,0.813956842,0.853456498,0.16649287,1054.822283
88189,0.23298118,0.659018437,0.764695587,3.638106971
42634,0.313517504,0.480162324,0.84434611,126.4251414
85607,0.742386719,0.992835,0.69183233,490.903752
30873,0.507630875,0.371607027,0.729059047,4.105521094
59105,0.112971577,0.524590256,0.029930823,0.340943142
97695,0.687416348,0.966935059,0.48685825,6.154231959
97546,0.525246338,0.781064929,0.236411258,0.830293839
65350,0.221019559,0.892188198,0.945102325,0.27530604
99608,0.2582827,0.580853207,0.040829791,1.256392076
25261,0.257549548,0.086629135,0.865971375,3.403137443
8102,0.985683012,0.94378989,0.405211814,0.339176491
88633,0.39539117,0.587944723,0.355223794,1.118827477
96729,0.619923781,0.581879285,0.659775821,2.216120681
64385,0.302593422,0.302663706,0.184696428,0.630985496
57911,0.931408098,0.961523456,0.435070892,2.555364596
58416,0.970075657,0.570332446,0.384432913,1.739399405
64580,0.165091135,0.423064757,0.257596166,0.445247372
2161,0.60264112,0.274468874,0.178052163,1.482006576
58495,0.607492966,0.680804252,0.61611337,0.940757126
74359,0.316266751,0.163717515,0.284826618,3.740220508
77246,0.674864544,0.091245171,0.171881606,2.910944725
73388,0.033121053,0.98608692,0.822829686,0.282812027
9050,0.032557551,0.069164596,0.758321591,89.08918107
73703,0.562135219,0.816521618,0.933910894,1.38498272
94978,0.225270411,0.051703634,0.941431034,32.27947548
41335,0.754273353,0.928068405,0.134646881,1.502288083
43494,0.118230191,0.428085618,0.837786305,0.522666999
78642,0.713172474,0.885278956,0.61286444,0.693228927
24711,0.104854779,0.329514569,0.481917611,3.443785246
95435,0.45609552,0.291234165,0.199274806,73.24522625
80483,0.567967595,0.025392856,0.602183615,24.38417496
18379,0.266393112,0.823430168,0.506984755,0.42875816
86246,0.089840931,0.288993032,0.052553899,51.17194536
75199,0.541946553,0.577070113,0.33988049,57.43335147
90640,0.52242473,0.211502914,0.321941631,5.590811932
32633,0.464213644,0.828852754,0.351618313,0.631990152
29030,0.075004694,0.454065994,0.763815023,14.93383116
90416,0.884157253,0.747752053,0.561817223,4.373268509
71667,0.782014287,0.884190149,0.065122314,2.074177385
68692,0.091079665,0.028381657,0.527971318,0.967214058
75504,0.663241888,0.858469361,0.361357439,1.16181832
63683,0.309272793,0.133347251,0.906520441,0.293338173
81852,0.341365173,0.636695477,0.948195073,2.966468398
84819,0.297624664,0.051807794,0.518145372,0.522052435
3952,0.460053848,0.785770319,0.501158886,0.22475274
5520,0.776400102,0.62444927,0.442651203,1.453534539
49391,0.437014732,0.587206847,0.578263289,0.803617057
75484,0.316270664,0.739789703,0.416321245,0.176180138
53386,0.854019901,0.011070124,0.39388114,1.356901453
85572,0.818919176,0.832524491,0.243800468,212.2681148
3450,0.520354536,0.909680758,0.001909906,1.749805997
58765,0.899044058,0.625609225,0.355321252,0.835270846
23515,0.042721896,0.207436268,0.246004265,1.731205163
66964,0.116314095,0.002207184,0.268022379,1.190839903
47025,0.37371788,0.089240818,0.735528983,5.423581352
17105,0.418862533,0.334334262,0.501924317,0.375933336
16417,0.327507504,0.502008593,0.446837443,0.050374455
52552,0.214602562,0.931800336,0.265992416,15.02627002
2445,0.432146156,0.797603987,0.601832311,1.543303123
63877,0.07841041,0.225376069,0.275062646,0.843119331
39008,0.346444852,0.303360451,0.800332721,2.006644276
3703,0.105115432,0.450376722,0.535137815,0.252353185
98848,0.529161195,0.932577731,0.884865395,0.23879889
40666,0.258131234,0.019036844,0.074315433,3.478111839
80754,0.472993037,0.014281153,0.204273987,3.009024559
58415,0.212277341,0.264487005,0.494713988,0.10909989
59822,0.982053186,0.693259045,0.019594882,1.605519717
81587,0.475869573,0.006630569,0.740736939,9120.968431
84249,0.971623716,0.611236359,0.246930569,2.025508668
18190,0.52817625,7.71E-05,0.815687905,9.543349132
32190,0.442323507,0.13809658,0.763962294,2.245582649
9956,0.230444651,0.680964072,0.781736922,3.732686469
27474,0.145650175,0.129614099,0.475612969,11.9958984
24748,0.236641785,0.216529752,0.819490647,45.27401406
38907,0.481821225,0.557164874,0.635276105,3.583558824
14341,0.748294967,0.934013672,0.3153092,0.459456208
71085,0.13019996,0.278153936,0.771905498,1.406317403
81664,0.893129232,0.802304424,0.548184275,1.225612161
76589,0.366470625,0.381049996,0.566826079,1.140492145
66570,0.320986908,0.784078262,0.613180728,2.247684788
41823,0.270512002,0.703857275,0.291502233,43.58882565
84395,0.427058964,0.120125562,0.698038071,1.022526089
93894,0.729355121,0.052148281,0.280072667,1.418205153
62381,0.686209378,0.944441318,0.074247628,10.18512558
53687,0.129191995,0.926537312,0.158239897,57.09327028
35794,0.357621839,0.95211466,0.010171113,1.246499321
33072,0.150408909,0.123794726,0.229617965,0.493858507
37610,0.311518105,0.721678006,0.877958355,1.459126357
62486,0.659259909,0.332673139,0.770936271,1.354111298
15101,0.681110104,0.199781728,0.695346283,0.362357761
4883,0.007536375,0.828315881,0.653086367,3.029743894
82728,0.785682453,0.070909483,0.682381579,2.516716009
1289,0.249196044,0.147349037,0.570485088,0.168458739
59913,0.337577508,0.371793159,0.797565127,0.122518014
94072,0.844448855,0.817658398,0.474483531,3.731093323
38212,0.087332605,0.970881783,0.575956646,3.368230464
38990,0.670705405,0.785511917,0.06170121,13.30238006
58863,0.521471234,0.40684496,0.721753568,2.998928713
33268,0.045626651,0.356377198,0.669887843,1.197909081
63389,0.856089673,0.146535484,0.702207351,0.68063713
26175,0.568341379,0.428028044,0.61946743,17.45839276
87911,0.366163555,0.468470581,0.471857676,18.47749183
21141,0.209777224,0.756745764,0.751308018,88.81590389
50325,0.294560032,0.222087327,0.694424693,35.92805285
17693,0.345786347,0.067281282,0.816743752,2.536087631
9802,0.103589037,0.133698977,0.912311007,6.023763119
18756,0.636081844,0.542414526,0.208726503,49.24174797
13523,0.369902815,0.334347518,0.745334716,2.230028395
77305,0.84127477,0.760068639,0.924859265,1.791254819
33068,0.501303454,0.661830355,0.125964247,256.8817407
20701,0.9280474,0.011276254,0.049254415,4164.3471
83268,0.497273697,0.122803408,0.546392821,1.749993688
74434,0.288828407,0.851023172,0.061987377,1.705572334
79711,0.456213951,0.340793881,0.897157601,6.156751193
48511,0.959167952,0.65449021,0.505128952,0.533818674
47579,0.834567354,0.205969879,0.271675284,0.686139594
99195,0.988310145,0.608154744,0.546404555,0.534872121
5083,0.26136792,0.426288291,0.577554621,2.7606561
84748,0.089101257,0.680830122,0.440331011,127.6494817
66653,0.361618902,0.855544789,0.221041763,0.63116097
54965,0.508187115,0.283698348,0.147277495,0.313567201
87715,0.57642107,0.901568063,0.461203337,3.006323659
29068,0.470161935,0.627129871,0.374932057,5.884535401
66398,0.713005568,0.946586792,0.047139991,10.46700458
59103,0.690341184,0.738620262,0.35547088,3.931999969
27521,0.725222702,0.645358651,0.845754214,0.075053757
38371,0.516177019,0.965925685,0.756126401,20.6858006
13406,0.858925055,0.545666485,0.430562709,0.162772946
1244,0.067360183,0.929869553,0.796890106,1.239188239
90754,0.863849026,0.467195515,0.041864204,0.888479712
93131,0.448136439,0.397597651,0.182228842,0.392409567
66788,0.627164477,0.367414496,0.360287829,2.451877729
3473,0.161451167,0.178712618,0.702313074,66.43227346
89298,0.570113356,0.565115421,0.870687944,168.4388179
60222,0.32296144,0.724646323,0.762265911,0.69757669
70976,0.894715438,0.322988558,0.755035114,1.931294431
23574,0.190495197,0.395715793,0.089439781,12.25406453
40173,0.408897721,0.312815666,0.220280546,1.139188371
70444,0.792000374,0.975196764,0.957724888,10.13357339
26855,0.831913208,0.905141174,0.894980379,11.20314986
86158,0.303777572,0.375127634,0.821537848,0.134072255
36083,0.266039281,0.624756951,0.823591044,0.391826228
28063,0.263113829,0.499028521,0.75570656,0.171757532
95692,0.547776733,0.255346551,0.386757395,7.16746228
23241,0.804885645,0.201102475,0.444099872,0.74628307
71412,0.352037068,0.246417493,0.82909291,1.354419617
28377,0.022067587,0.153974498,0.969297054,605.0742007
40702,0.134941184,0.590442007,0.597645976,16.05800691
96821,0.76801826,0.044999575,0.211730778,0.557200885
76872,0.41379327,0.355126221,0.028385123,0.243768016
7178,0.661904806,0.735352381,0.207264925,1.197118419
52839,0.5985692,0.881631582,0.566140671,0.826875587
87547,0.779329195,0.55229916,0.168316863,0.480142436
80345,0.851466568,0.123988089,0.265497992,0.384943838
3642,0.584216359,0.799036128,0.250988168,0.497513999
96530,0.965440166,0.610687974,0.863497251,156.2633667
32201,0.101033367,0.475252064,0.49651527,0.958293644
56643,0.971074116,0.731418126,0.024372056,1.005975031
31683,0.752495828,0.271711273,0.006604005,0.612071994
84256,0.62435166,0.241169458,0.57241932,1.410027692
33726,0.766602238,0.261831551,0.588867166,0.413766676
12848,0.699089213,0.772360807,0.446953344,0.542110219
63193,0.546038244,0.66733645,0.054723858,0.847196994
19700,0.319089278,0.560441379,0.46994635,13.87044472
70838,0.345862493,0.036570516,0.794125348,1.446291638
25443,0.611162972,0.597900644,0.509029857,1.981676298
47723,0.066726928,0.489493534,0.188232631,62.90312396
98797,0.333311409,0.974581593,0.663002152,108.3372242
19589,0.378986476,0.152193447,0.875423493,321.9776817
27679,0.349762876,0.118493229,0.693863452,1.282621789
52992,0.155792603,0.725837045,0.949489373,146.032154
49427,0.769704538,0.567156109,0.655120954,0.636158246
50108,0.752576883,0.104962123,0.434445147,6.810987559
42486,0.685438112,0.60755147,0.909755176,2.185383555
31744,0.433021353,0.172661348,0.388966622,3.430631223
49679,0.618064185,0.880240156,0.017379086,2.3604218
20777,0.609446192,0.953637309,0.886565948,0.318077952
17769,0.975030469,0.027669358,0.685567766,73.58314917
5014,0.148891026,0.959618705,0.071555713,0.132141889
86519,0.667625434,0.502534947,0.372487905,2.667994275
82240,0.68643165,0.406124862,0.81056928,361.9102598
38408,0.136525042,0.650466499,0.727129657,4.235881685
35211,0.994137628,0.493189867,0.035525092,1.215901565
61005,0.64358595,0.896806793,0.322996029,0.992582986
45082,0.353121428,0.463704984,0.582909706,0.555893102
27778,0.812953021,0.604238813,0.498571537,2.546206797
74541,0.512379465,0.416162747,0.301154122,0.026737932
29796,0.178166382,0.486315739,0.137259671,2.613687189
49696,0.508927639,0.104456907,0.139746749,1.475342299
35150,0.12960592,0.693062817,0.597055554,0.66875609
61774,0.752296093,0.020299731,0.079338082,0.955872464
25266,0.161558669,0.39549245,0.268952051,24.28343247
96803,0.816053472,0.49959996,0.561691428,1.242802001
30611,0.807239371,0.898254097,0.913263162,15.13255508
49863,0.712562751,0.644758565,0.050431485,0.495333275
96026,0.775415724,0.771996134,0.294884122,0.57818525
52062,0.528536842,0.337185475,0.572702784,18.12097981
90283,0.004321321,0.879110017,0.457995287,9.050968269
63641,0.883639603,0.009564195,0.272886835,53.61167454
88413,0.76420283,0.882976326,0.693326699,1.982447832
8498,0.099737247,0.642745462,0.092728995,2.904015278
96797,0.655026625,0.999217949,0.210912836,2.988903766
68758,0.638210949,0.520660775,0.977274377,48.01206604
10871,0.118055756,0.910098799,0.436449525,0.926513598
54779,0.509235588,0.949911045,0.636508016,332.1553717
75647,0.924135747,0.583570371,0.306802248,78.19540196
22582,0.170480295,0.706289584,0.875361064,2.150836221
