id,x,y,z,result,truth
77106,0.953720927,0.033033364,0.329516616,104.7428295,0
86742,0.858422399,0.891937959,0.325203703,2.111312686,1
53564,0.763795625,0.418443746,0.021883921,1.048436905,1
334,0.79166797,0.177656526,0.885125488,0.768375768,1
82684,0.873694581,0.671964508,0.711446938,0.25799475,1
97268,0.957219677,0.914984936,0.472712438,0.267332231,1
14914,0.504512895,0.08996962,0.892796764,1.586064445,0
30098,0.905087548,0.460579447,0.156472522,0.003864134,1
36111,0.626835384,0.928758577,0.825801852,1.254251932,1
44100,0.193967293,0.310630755,0.685768622,2.425423227,1
89061,0.381708329,0.958706722,0.114051005,11.70362372,1
66812,0.121646469,0.006220263,0.484588492,2.528515211,0
60574,0.052046932,0.933421637,0.052067505,32.63270371,0
50466,0.425240021,0.043924249,0.009815066,0.882740682,1
17490,0.387159055,0.769422037,0.923021898,99.82662559,1
78724,0.852324583,0.117108342,0.889180759,1.302514114,1
92098,0.756618048,0.943353854,0.017185395,1.698741205,1
96839,0.710691808,0.412941918,0.424561637,0.353352277,0
43545,0.538455067,0.80198648,0.735788784,2.944410017,1
40350,0.102910299,0.941643193,0.792479002,2.89549863,1
60022,0.335725682,0.434432734,0.614518501,3.837616676,1
73722,0.001874709,0.586010435,0.22867664,0.676679991,1
12875,0.196390699,0.978876413,0.848305801,5.525815572,0
32028,0.245575974,0.035755213,0.668723144,5.196814649,1
25659,0.781585476,0.680770716,0.519067366,3.147461606,0
24803,0.058068319,0.59035467,0.951171905,62.49989111,1
97133,0.890971431,0.258592402,0.640430636,1.113541117,1
88439,0.623563915,0.299409825,0.286841437,5.060940943,1
17631,0.203973857,0.840563192,0.562660726,12.55961635,1
24980,0.761123739,0.223504139,0.531571908,7.148272005,0
49722,0.182412989,0.802035646,0.153120508,9.766211335,1
72319,0.566730333,0.583429289,0.157245089,545.5515822,1
84828,0.738932493,0.973909231,0.961052047,5.219773839,1
59978,0.645093919,0.027307526,0.446262948,0.495997926,1
94012,0.218190243,0.362715861,0.018424049,0.463776942,0
3734,0.606473944,0.692952986,0.848017757,2.018637654,1
62897,0.718891224,0.663390155,0.889472685,0.713686363,1
58390,0.698418603,0.950504054,0.031603884,18.32030777,1
5028,0.243668011,0.925332505,0.65415184,0.810867526,1
75623,0.722358422,0.495718732,0.361521037,0.831129127,0
81530,0.479495368,0.969060941,0.575987771,90.72093122,1
47884,0.131435288,0.634184319,0.91435512,0.068829532,1
66643,0.956975341,0.1595973,0.855366347,1.907809036,0
30821,0.254741071,0.441934213,0.268470436,1.280773641,0
74740,0.439645593,0.780258619,0.580334898,0.987743148,1
80620,0.112731308,0.101931891,0.654889941,2.08045028,1
90070,0.646634015,0.039713454,0.414051471,1.138414474,1
11760,0.366186517,0.44553085,0.257847186,17.03956358,1
20735,0.080982988,0.780430902,0.616359369,0.648328702,1
53420,0.071194213,0.131255775,0.742081839,0.174298552,0
37636,0.999830146,0.59434614,0.466539413,0.279026762,1
76917,0.779059856,0.510738214,0.612114487,1.01638953,1
14297,0.95873463,0.324424002,0.880197196,1.228933053,1
57649,0.329629377,0.970568633,0.368272233,10.39050673,1
13734,0.906830799,0.300013893,0.76851275,0.749157137,1
71724,0.950565291,0.948999453,0.173826848,6.082711603,1
81795,0.428792656,0.344032172,0.062149665,11.97079312,1
18716,0.870197734,0.264565443,0.929737283,3.30866121,0
8367,0.574127416,0.842296934,0.651638176,0.844645535,1
64470,0.190611515,0.264816718,0.787775378,78.60710016,1
85799,0.377243231,0.348056437,0.305074074,0.037198221,1
71562,0.770004739,0.101650258,0.648103185,0.845120932,1
90762,0.626912251,0.445534537,0.400681636,0.228843474,1
81474,0.897770941,0.89521139,0.59016168,4321.990682,0
15166,0.870473553,0.31094817,0.38133092,0.392723941,1
7931,0.037103906,0.632072256,0.812617882,1.856859284,1
82796,0.362728348,0.229488124,0.569858739,85.59022206,1
74422,0.858284396,0.87007303,0.177513483,7.461512539,1
84951,0.825039948,0.847398761,0.383005687,2.908758707,1
46149,0.482783146,0.051833461,0.807492488,2.516635272,1
9542,0.077797672,0.377495323,0.769445974,98.4415921,1
46785,0.233135411,0.319649733,0.278253884,2.876836243,1
95996,0.304217364,0.86201153,0.862451826,142.4285895,1
93396,0.005863893,0.802150313,0.67669414,59.4789531,1
97332,0.457644657,0.715358817,0.213373281,0.767512112,1
54881,0.112642596,0.960992904,0.173521826,5.966662491,0
38372,0.075015068,0.37649049,0.187355333,0.70387276,1
68590,0.006016853,0.184528247,0.347410643,6.606342724,1
49106,0.924707297,0.703117436,0.97036241,2.016224234,1
68059,0.284512422,0.433404238,0.903971148,2.069924049,1
39643,0.723814885,0.861782063,0.161386121,1.221415483,1
36528,0.914323697,0.849643035,0.54322785,0.598087082,1
58462,0.89623145,0.543718625,0.782825708,160.8564285,1
39378,0.804348732,0.388172401,0.104131137,0.616562414,1
26278,0.647081753,0.974756808,0.275992452,22.67529898,0
28974,0.907627555,0.071865453,0.423876383,0.92452942,1
31509,0.132199691,0.024059306,0.956574833,1.230732896,1
63519,0.345628493,0.98471972,0.559904593,4.143417549,0
35626,0.184953525,0.929228911,0.592817113,0.47782263,1
82129,0.582858443,0.339804281,0.018112566,2.743274374,0
39386,0.478075832,0.995442744,0.570588404,2.74254439,1
72600,0.796582534,0.606514729,0.269054079,0.64134124,1
17814,0.001627868,0.18226201,0.267067734,5562.66439,0
60826,0.242660102,0.070512475,0.053281316,15.21424427,1
70634,0.237535228,0.276349366,0.573004043,1.740565509,1
40343,0.088370709,0.330921464,0.141895253,0.790685581,0
54667,0.864368608,0.111839991,0.843604951,3.099239693,1
1065,0.342996981,0.258311566,0.48959572,0.574248918,1
64323,0.019714656,0.834903886,0.301347365,42.02711409,1
92495,0.623991379,0.147328037,0.652826517,0.112620048,0
91507,0.796971307,0.956815748,0.437470114,62.87215057,1
15465,0.330722578,0.169876247,0.406074427,1.048307372,0
40036,0.549585391,0.684188209,0.997215465,65.00547434,1
93254,0.184550646,0.036091396,0.449835338,0.035739149,1
1807,0.442616651,0.534287311,0.487523696,1.067934406,0
65815,0.800269916,0.889261091,0.5314498,0.949163899,1
26439,0.201744287,0.167428472,0.567999348,1.18286201,1
70847,0.656649636,0.563837568,0.15834141,0.606855464,1
52936,0.813198321,0.085783511,0.880445112,0.40421319,1
42974,0.274176459,0.137854565,0.890063544,0.263413554,1
92051,0.029809986,0.75680996,0.423901139,0.682328806,1
95602,0.364928454,0.074881245,0.537897595,2.215012121,0
98367,0.946932831,0.240206994,0.895186996,19.7739921,1
31750,0.8534672,0.922593789,0.031523214,1.916868059,1
66834,0.169319826,0.070455858,0.230631717,3.650329526,0
2069,0.308545248,0.911040365,0.800665227,235.5702555,1
43939,0.231823813,0.7865602,0.925938466,0.180366677,1
67006,0.442833558,0.953369328,0.76833824,0.24735845,1
37345,0.103481613,0.723057483,0.29345392,26.18305086,1
3444,0.025930159,0.358792436,0.345714442,106.1268072,0
80749,0.806855094,0.926703941,0.091883304,64.13675073,1
54966,0.098097802,0.306895093,0.478575698,107.4987836,1
94328,0.350289831,0.711646483,0.469737194,0.749343131,0
78094,0.554028574,0.888826869,0.304291297,0.957674379,1
86580,0.99249095,0.71753194,0.22709344,1.96500966,0
44590,0.048282304,0.577119144,0.857029937,37.72787503,0
18005,0.456840888,0.701046535,0.291900842,1.946816541,1
53086,0.094311732,0.687685115,0.040402197,4.121301685,1
90787,0.604798373,0.026438397,0.824535971,8.023211971,1
59878,0.747874727,0.887941284,0.907681769,0.410304947,1
25552,0.76418173,0.788244726,0.152762987,0.107414091,1
47238,0.497791244,0.818223777,0.738986178,0.640472461,0
37540,0.531359713,0.714452533,0.970391251,0.973448584,0
58640,0.284566056,0.256611054,0.642407382,9.342258386,1
21853,0.458856305,0.576989591,0.891687287,0.754159114,1
31612,0.792775021,0.036238196,0.325871117,1.822937363,0
89964,0.394034508,0.210021036,0.706928281,2.265443187,1
38980,0.277938767,0.814983276,0.466260849,1.005487699,0
40071,0.605691721,0.096222977,0.221579331,2.036025588,1
66252,0.051014764,0.954162175,0.956448436,2.017666117,1
36885,0.304937398,0.926481678,0.284404962,2.188999069,1
31272,0.095555357,0.839549086,0.060472052,1.133506493,1
69183,0.740115124,0.187530954,0.280833577,2.078000303,0
91356,0.153147997,0.151934618,0.844458832,0.575650633,0
6527,0.217363113,0.832102297,0.97696425,0.248704907,1
72290,0.718941983,0.744053486,0.539418127,13.73532577,1
83338,0.814825455,0.834712688,0.182668396,82.16248771,1
91916,0.902464333,0.141182774,0.750221213,3.518636331,1
93413,0.700845819,0.200855405,0.164133011,0.453974606,1
67750,0.003475558,0.195311059,0.693755331,35.15406248,0
49729,0.487622508,0.874641354,0.507635922,3.916628535,1
78218,0.232087781,0.513897722,0.553808285,2.258843345,1
67062,0.030368174,0.716896234,0.06475475,1.802109912,1
54670,0.52022188,0.425049458,0.369884069,8.948948496,0
84690,0.969774161,0.068016592,0.561570164,0.801109505,0
8963,0.86405423,0.506673288,0.773467692,171.0591584,0
83701,0.315655152,0.354022392,0.488155638,53.82575081,1
34461,0.273974966,0.513301231,0.285327322,2.218854957,0
32708,0.638451846,0.214833291,0.632804341,0.552713142,1
39026,0.877113615,0.457069969,0.005690056,1.254972656,1
35628,0.099383433,0.470097594,0.66300071,5.433670058,1
18981,0.009408138,0.359734454,0.301538341,4.358903143,1
73720,0.565973556,0.235308172,0.447958507,2.425596681,1
70372,0.114585928,0.768970614,0.598324803,2.498414786,1
57958,0.317102732,0.419225868,0.520797424,1.145440481,1
1661,0.238271983,0.92331534,0.571929885,0.948716791,1
55722,0.285775078,0.977188415,0.837553051,774.1564556,1
46781,0.815058353,0.446777362,0.736467864,8.233039585,1
42548,0.329083766,0.872654601,0.138667392,1.616459344,1
10243,0.015602042,0.783752217,0.893611152,0.070270433,0
51330,0.785501872,0.848903559,0.538039045,0.083167788,1
26559,0.22665285,0.384076689,0.048462111,59.02914545,1
65897,0.808317839,0.753214802,0.165765914,1.479471337,1
77101,0.954415114,0.824168985,0.528060259,1.164929148,0
13986,0.425971013,0.442278012,0.322971586,4.657366069,1
53940,0.24707464,0.487241971,0.713947364,2.196946171,0
52736,0.061781205,0.310683206,0.20648912,14.44351733,1
31852,0.444059505,0.281464552,0.679581829,11.07623314,1
18326,0.383127261,0.578882984,0.697637402,18.78578581,0
872,0.190823906,0.65716531,0.113156676,0.720792793,1
40760,0.372292877,0.932953251,0.306306793,0.597486269,1
21725,0.413246156,0.162885997,0.374520587,0.831934843,1
33150,0.598890165,0.403933142,0.509262708,3.458457168,1
83292,0.921211015,0.794065158,0.297166926,1.535855523,1
90930,0.485177972,0.145752171,0.376174087,6.177094647,0
41019,0.76002091,0.845386655,0.653035284,0.277345311,0
83310,0.865392144,0.152662585,0.48330797,0.965036648,1
59433,0.861411368,0.749610005,0.739308248,1107.545988,1
15777,0.649487885,0.629574748,0.032337298,3.387310238,1
75940,0.194122458,0.224897113,0.000572877,106.7189229,1
68766,0.78759148,0.080864245,0.937591239,0.85311008,0
78944,0.152093009,0.170968912,0.464007056,25.3000491,1
47538,0.552465971,0.095688023,0.242182832,3.187147111,0
42153,0.693638292,0.551989043,0.109564763,0.439441628,1
71376,0.190874473,0.722085223,0.274410976,0.177163332,0
10915,0.420440846,0.526837256,0.266589203,0.293028361,1
36162,0.212080753,0.957903576,0.019945577,0.998075262,0
94751,0.115473604,0.220934743,0.252208428,1.056599527,1
71330,0.82615825,0.384199128,0.170799637,38.52343917,0
57158,0.46882794,0.384909064,0.024891568,1.086294786,0
11587,0.846440179,0.731423405,0.629459258,0.800491224,1
36320,0.522487874,0.341814068,0.128718164,1.135353317,0
47032,0.148282552,0.178090017,0.086564583,0.786102401,0
64859,0.295883718,0.41296484,0.140105505,610.763039,1
25722,0.404893667,0.59489237,0.995504163,0.304851856,1
87478,0.251409439,0.305375673,0.932690322,6.109046937,1
11687,0.494105382,0.559588985,0.514718653,0.6563154,1
2963,0.03314991,0.448230335,0.238807693,0.01602864,1
45974,0.795351002,0.075060719,0.675388611,9.871123296,1
87766,0.864055105,0.179406365,0.238823105,0.587121816,1
82643,0.663338806,0.424758427,0.941709327,0.301306777,1
85257,0.590991725,0.792675389,0.610478151,0.6361236,1
42401,0.409823436,0.364976107,0.775461755,3.612365311,1
37736,0.420057438,0.35799077,0.055518123,0.638728947,1
6487,0.757400103,0.194972038,0.752758182,116.5180476,1
47601,0.803710355,0.21034424,0.231756031,1.977815205,1
13442,0.162168661,0.836031577,0.170453543,25.06724815,1
56067,0.758679078,0.157261177,0.46646652,0.230613865,1
32711,0.349773575,0.416762305,0.899698235,2.157550207,1
90473,0.006379912,0.661810152,0.240934909,2.691800104,1
56082,0.091665255,0.810256448,0.17797754,49.35502391,0
26469,0.108862169,0.988434474,0.667165697,3.303167518,1
96585,0.887477176,0.017173759,0.320839056,0.504134426,1
93346,0.860661162,0.373082974,0.321996536,1.57783211,0
95880,0.912015301,0.525359897,0.640492472,5.180275792,1
62082,0.596177777,0.388173357,0.822643592,54.11586657,0
7504,0.190295523,0.808854323,0.811355781,172.8293217,1
99595,0.153167573,0.527371609,0.916278337,0.943786481,0
73536,0.632413175,0.951432891,0.780281018,0.030430364,1
58106,0.743157549,0.982314505,0.971047237,0.272024354,1
55435,0.491761599,0.554129557,0.043358214,0.183402463,1
34554,0.669031611,0.086210826,0.794719588,1.304807756,1
8556,0.086493764,0.876772247,0.804205643,0.091553728,1
85475,0.276878715,0.293737853,0.849958883,4.229360993,0
27369,0.855885029,0.228153399,0.178019361,12.36163246,0
60919,0.956526215,0.513207128,0.846602426,0.852482542,1
54960,0.622487398,0.506269612,0.789331159,263.0932473,1
24835,0.278472952,0.867518007,0.980364852,1.063235899,1
24369,0.938291134,0.692548275,0.55387564,11.75163384,0
48956,0.90860753,0.984781275,0.153485156,0.476213679,1
82189,0.600958547,0.211360263,0.228795014,6.710796256,1
59371,0.5346234,0.896714911,0.703146233,3.914395633,0
2461,0.80616744,0.962056778,0.538199976,6.560530958,0
13577,0.754978703,0.252742344,0.448750296,161.0871183,1
42115,0.072054151,0.179800449,0.247499913,0.379442879,1
83383,0.947404276,0.54893936,0.240650635,1.879063553,1
46275,0.320086123,0.274990307,0.806021037,185.8741505,1
86169,0.746159779,0.942417384,0.143815806,0.500259557,1
95952,0.35107932,0.556227256,0.915360766,27.13899156,1
18971,0.155690863,0.510510058,0.832546134,3.012575849,1
51033,0.072083002,0.240091333,0.185252147,0.175748262,0
64940,0.122243969,0.297082219,0.226630636,0.846814903,1
16159,0.4115446,0.803431292,0.596213461,0.899766859,1
68966,0.17057976,0.450515345,0.586995436,3.33541245,1
17920,0.432755732,0.838568711,0.677377536,0.523695147,1
86107,0.97771754,0.338260192,0.549556432,0.415053537,1
74507,0.908232959,0.214224098,0.348194741,0.910488802,0
58383,0.4592147,0.907052925,0.156373968,1.580247767,1
6720,0.268038209,0.443581926,0.035833097,4902.056392,1
91281,0.61322883,0.383879201,0.49467571,2371.955837,1
52929,0.662016897,0.703289958,0.908316022,4.89770149,1
98510,0.766589427,0.982082718,0.671989011,0.596344673,1
83354,0.350907076,0.313238398,0.74201946,0.5683245,1
4211,0.508448531,0.372624829,0.322082118,1.201481807,1
93103,0.147725415,0.802171961,0.236412013,828.2955033,1
3583,0.33952599,0.227027063,0.775585293,0.286336638,0
87708,0.265300181,0.674950248,0.507535314,1.584786582,1
52784,0.224587036,0.742566104,0.151948477,1.741804547,1
85284,0.721923672,0.266655864,0.021784821,0.113278652,1
53888,0.947465256,0.674335519,0.396935726,18.33094206,0
26699,0.960030542,0.260583763,0.363637875,0.541569025,1
50082,0.638107645,0.654354356,0.045173057,3.824976155,1
72702,0.763377623,0.639811056,0.530262776,6.724096484,1
13235,0.410351662,0.808683674,0.749220646,7.808977097,1
76640,0.601935854,0.771094579,0.486620912,2.872884586,0
82996,0.934276003,0.386763351,0.838221331,0.215870236,1
31628,0.986474365,0.087158749,0.805297922,7.64573792,1
15581,0.213066391,0.5773571,0.076463669,0.685677702,1
258,0.756896109,0.498973624,0.117515425,13.52879381,1
60653,0.651078476,0.522714726,0.349919497,3.666928235,1
43389,0.30678792,0.759658914,0.79238197,2.833616039,1
35981,0.177391173,0.510033872,0.422342633,0.132389882,0
5141,0.985266146,0.462200115,0.677283996,14.4707429,0
50670,0.911927551,0.268619987,0.696327422,3.151962965,1
66002,0.616719068,0.908145514,0.411101633,46.04135448,1
36914,0.911313589,0.456645182,0.758495319,3.970854191,0
16777,0.236429771,0.067170223,0.175613108,0.737100455,1
62537,0.129034394,0.965967367,0.207609773,0.711762474,1
23429,0.58991205,0.49406384,0.972755723,1.256887106,1
93516,0.14975407,0.583935388,0.285022351,0.39512446,1
17328,0.434276779,0.157559998,0.823374295,6.014625872,1
33757,0.644246398,0.783340379,0.004437435,8.199183987,1
40676,0.624703619,0.693614264,0.812464585,1.820710693,1
20504,0.297121105,0.005833989,0.54424286,0.857018231,0
80182,0.408421804,0.714971116,0.462369421,7.131636928,1
10032,0.460361881,0.9277305,0.430676889,1.34301143,0
75801,0.179656294,0.351562619,0.80388671,4.279419739,1
39202,0.036516552,0.509280911,0.853719266,0.760703688,1
48649,0.146182439,0.287711437,0.330054568,0.043292231,1
415,0.379470749,0.897383733,0.80402873,2.669690208,1
81955,0.135182203,0.576872572,0.106763335,1.139686303,1
45604,0.81089897,0.979387312,0.221571421,0.267713265,1
60434,0.719156751,0.830597926,0.051543432,0.696705068,1
47104,0.387470202,0.53767312,0.115153812,0.290901799,1
81738,0.014730121,0.065512156,0.718556127,13.00676653,0
40721,0.78015176,0.28785624,0.005553568,2.672383416,1
26979,0.621818724,0.468731314,0.231173921,0.135099439,1
45272,0.708295835,0.751798167,0.154749771,0.759258873,1
66815,0.111387844,0.90486851,0.782289125,0.475869745,1
59659,0.033621611,0.022740957,0.105398489,99.74884776,1
16791,0.860533106,0.424874242,0.138896848,0.114806034,1
14729,0.656800984,0.44562725,0.657371866,18.86445526,0
50644,0.809200081,0.040025885,0.281304724,1.507768968,1
78026,0.563257234,0.113910491,0.66161653,5.14893348,1
62932,0.452158877,0.971361105,0.937634734,6.070268875,1
83950,0.794739777,0.494913894,0.71976237,0.973615122,1
48198,0.147023753,0.628132479,0.231494858,1.984943031,0
79164,0.860603472,0.696436165,0.814683711,0.83595937,1
17787,0.136261032,0.564427613,0.258100856,174.054073,1
85066,0.787664229,0.904968666,0.461407302,10.23461221,0
82984,0.203926594,0.50240612,0.600460196,4.691837176,1
94327,0.394262548,0.863928957,0.832624574,1.391627143,1
9112,0.360129452,0.338394766,0.779218141,111.5265195,1
98280,0.417538822,0.432856557,0.014064794,0.006587461,1
78889,0.193016979,0.488989243,0.232414706,0.706870443,1
51158,0.533284931,0.446372918,0.285828975,0.949534801,0
97688,0.873284068,0.88320749,0.714420102,27.13896991,1
25104,0.559487743,0.560295827,0.347892978,33.72728312,1
28249,0.032856231,0.852553333,0.133061072,1.30181501,1
28243,0.6836302,0.12414454,0.105060307,0.283140834,1
39482,0.565409178,0.531121144,0.346417171,4.225225004,1
64926,0.673006707,0.704570089,0.735782901,1.429416793,1
74247,0.008947083,0.216052663,0.483266648,1.163135091,1
55061,0.360522051,0.397445804,0.131929813,0.382887255,1
68832,0.970509162,0.070164899,0.58203745,0.78527446,1
86354,0.653556086,0.176818547,0.555382689,0.292034207,1
17075,0.469369697,0.845499697,0.723219997,0.932172369,1
75057,0.558986724,0.998930635,0.04430452,1.02773308,1
53152,0.614965426,0.635234498,0.0071197,0.027005971,0
79718,0.419894251,0.11597542,0.125727824,5.455379904,1
35770,0.612276081,0.040872083,0.084749856,1.293117763,1
27313,0.49139108,0.380493802,0.057703467,0.010529409,1
89458,0.704580997,0.785233716,0.785780084,0.943994971,0
73530,0.679649359,0.079641778,0.115581782,0.899953135,1
57508,0.204275447,0.004861665,0.732189976,1.827782843,1
78334,0.52890937,0.983109288,0.450263164,0.80574586,1
10575,0.251920143,0.621065739,0.993915498,0.020042823,1
68516,0.220734018,0.845931,0.805241905,515.635546,1
37530,0.787595979,0.551077233,0.336683592,23.32081444,1
1080,0.86129959,0.916881508,0.31271985,2.890205355,0
86605,0.003551694,0.531177616,0.8826462,1.058912537,1
46405,0.481460805,0.480062617,0.646060849,1.883938173,0
14013,0.098084767,0.505747903,0.313186269,36.7929845,1
7057,0.466798813,0.453658363,0.334331627,2.946983672,1
43397,0.562819925,0.880710036,0.297053518,1.819389654,0
96433,0.772906662,0.811416145,0.439406578,44.97229815,1
59086,0.56001433,0.867434521,0.727018996,0.643356744,0
99188,0.232185929,0.320707599,0.264737857,1.022628124,0
455,0.076339402,0.840904966,0.781508345,0.107277911,1
1318,0.888134985,0.711099789,0.977517391,28.65587186,0
33044,0.662257385,0.259469103,0.83661572,3.348769316,1
55516,0.273861661,0.165444475,0.75219154,0.873707061,1
77742,0.916062747,0.739688054,0.798011562,55.04577172,1
89780,0.997470366,0.144272842,0.311892853,0.531581349,1
85360,0.073065225,0.174735336,0.81374545,1.373241175,1
98970,0.289269007,0.031042854,0.774882423,19.74673211,1
67502,0.538531669,0.870841652,0.918553751,0.229422373,1
64314,0.006140193,0.964713137,0.300179364,0.571045261,1
15703,0.030194087,0.360012982,0.656445666,2.060799326,1
26648,0.466580189,0.702090045,0.053231859,2.566956423,1
22071,0.742865607,0.839688849,0.614972968,0.802036338,1
64720,0.208678609,0.067692578,0.540710103,0.960213916,1
86424,0.08907303,0.324744475,0.064405194,2.591726321,1
76555,0.463950512,0.640642633,0.822105709,127.4398274,1
34872,0.647164342,0.039621868,0.378994633,10.73541295,1
63446,0.537579256,0.969142263,0.715388387,13.9928701,0
41714,0.39591481,0.764775539,0.055395234,0.337200841,1
71181,0.259197167,0.763422332,0.524346586,0.74797101,1
68013,0.683944367,0.286823165,0.338164497,1.926431342,0
13977,0.629468282,0.341001188,0.270206338,5.54800953,1
5755,0.223881511,0.901899046,0.678486106,13.06228575,1
95437,0.231541925,0.321262427,0.749702812,0.371189025,0
30516,0.042731214,0.484054057,0.659022686,17.73121936,1
61003,0.309362429,0.681690064,0.683791946,343.4902395,1
93149,0.251921179,0.635236035,0.61833746,7.969912745,1
1564,0.437677316,0.725144342,0.466798951,1.064708308,1
10515,0.42013378,0.511375869,0.806425362,847.9876284,1
71028,0.099475046,0.292921675,0.862161252,4.32217272,1
85972,0.419162573,0.387580738,0.45922443,176.5103258,1
58311,0.640789952,0.31271854,0.794883396,0.017492139,1
31725,0.003050936,0.894814614,0.020243145,12.88788069,1
92794,0.638210149,0.683247717,0.552682154,1.150288367,1
4353,0.108523908,0.683370008,0.946510457,1.708287876,1
1491,0.320764881,0.666591271,0.383291465,110.1914375,1
45613,0.786626594,0.599312308,0.386715459,4.932945308,0
59798,0.134021972,0.600428715,0.946115582,0.631789402,0
97477,0.642306556,0.406801366,0.98568763,1054.810628,1
